nohup: ignoring input
pybullet build time: May 20 2022 19:44:17
Iteration 1 took 4.88 seconds (mean sampled reward: -870.40). Current reward after update: -704.16, Optimal reward -704.16
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
Iteration 197 took 4.62 seconds (mean sampled reward: -885.83). Current reward after update: -520.18, Optimal reward -363.47
Iteration 198 took 4.71 seconds (mean sampled reward: -818.32). Current reward after update: -516.36, Optimal reward -363.47
Iteration 199 took 4.65 seconds (mean sampled reward: -850.99). Current reward after update: -492.58, Optimal reward -363.47
Iteration 200 took 4.70 seconds (mean sampled reward: -833.59). Current reward after update: -474.84, Optimal reward -363.47
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
Iteration 1 took 4.60 seconds (mean sampled reward: -858.60). Current reward after update: -820.68, Optimal reward -820.68
Iteration 2 took 5.03 seconds (mean sampled reward: -919.57). Current reward after update: -689.82, Optimal reward -689.82
Iteration 3 took 4.91 seconds (mean sampled reward: -915.08). Current reward after update: -655.62, Optimal reward -655.62
Iteration 4 took 4.95 seconds (mean sampled reward: -881.89). Current reward after update: -626.62, Optimal reward -626.62
Iteration 5 took 4.94 seconds (mean sampled reward: -873.63). Current reward after update: -681.39, Optimal reward -626.62
Iteration 6 took 4.98 seconds (mean sampled reward: -877.94). Current reward after update: -682.74, Optimal reward -626.62
Iteration 7 took 5.14 seconds (mean sampled reward: -872.29). Current reward after update: -611.58, Optimal reward -611.58
Iteration 8 took 5.51 seconds (mean sampled reward: -859.94). Current reward after update: -524.20, Optimal reward -524.20
Iteration 9 took 5.57 seconds (mean sampled reward: -847.92). Current reward after update: -523.66, Optimal reward -523.66
Iteration 10 took 5.58 seconds (mean sampled reward: -845.91). Current reward after update: -535.62, Optimal reward -523.66
Iteration 11 took 5.54 seconds (mean sampled reward: -902.38). Current reward after update: -621.17, Optimal reward -523.66
Iteration 12 took 5.41 seconds (mean sampled reward: -893.06). Current reward after update: -661.44, Optimal reward -523.66
Iteration 13 took 5.46 seconds (mean sampled reward: -873.41). Current reward after update: -600.90, Optimal reward -523.66
Iteration 14 took 5.29 seconds (mean sampled reward: -891.14). Current reward after update: -624.75, Optimal reward -523.66
Iteration 15 took 5.27 seconds (mean sampled reward: -903.77). Current reward after update: -692.07, Optimal reward -523.66
Iteration 16 took 4.95 seconds (mean sampled reward: -925.38). Current reward after update: -641.47, Optimal reward -523.66
Iteration 17 took 4.92 seconds (mean sampled reward: -932.05). Current reward after update: -650.89, Optimal reward -523.66
Iteration 18 took 4.71 seconds (mean sampled reward: -923.12). Current reward after update: -690.43, Optimal reward -523.66
Iteration 19 took 4.67 seconds (mean sampled reward: -912.55). Current reward after update: -688.32, Optimal reward -523.66
Iteration 20 took 4.77 seconds (mean sampled reward: -888.86). Current reward after update: -685.05, Optimal reward -523.66
Iteration 21 took 4.63 seconds (mean sampled reward: -892.40). Current reward after update: -642.41, Optimal reward -523.66
Iteration 22 took 4.72 seconds (mean sampled reward: -863.34). Current reward after update: -701.23, Optimal reward -523.66
Iteration 23 took 4.71 seconds (mean sampled reward: -873.29). Current reward after update: -665.16, Optimal reward -523.66
Iteration 24 took 4.67 seconds (mean sampled reward: -913.03). Current reward after update: -674.53, Optimal reward -523.66
Iteration 25 took 4.74 seconds (mean sampled reward: -924.72). Current reward after update: -640.03, Optimal reward -523.66
Iteration 26 took 4.70 seconds (mean sampled reward: -874.71). Current reward after update: -633.07, Optimal reward -523.66
Iteration 27 took 4.71 seconds (mean sampled reward: -878.08). Current reward after update: -679.43, Optimal reward -523.66
Iteration 28 took 4.74 seconds (mean sampled reward: -897.66). Current reward after update: -686.83, Optimal reward -523.66
Iteration 29 took 4.72 seconds (mean sampled reward: -872.88). Current reward after update: -618.99, Optimal reward -523.66
Iteration 30 took 4.72 seconds (mean sampled reward: -884.74). Current reward after update: -564.39, Optimal reward -523.66
Iteration 31 took 4.58 seconds (mean sampled reward: -863.83). Current reward after update: -566.11, Optimal reward -523.66
Iteration 32 took 4.63 seconds (mean sampled reward: -871.81). Current reward after update: -616.51, Optimal reward -523.66
Iteration 33 took 4.57 seconds (mean sampled reward: -848.73). Current reward after update: -570.18, Optimal reward -523.66
Iteration 34 took 4.62 seconds (mean sampled reward: -863.38). Current reward after update: -632.52, Optimal reward -523.66
Iteration 35 took 4.54 seconds (mean sampled reward: -844.16). Current reward after update: -610.44, Optimal reward -523.66
Iteration 36 took 4.57 seconds (mean sampled reward: -841.74). Current reward after update: -582.92, Optimal reward -523.66
Iteration 37 took 4.57 seconds (mean sampled reward: -876.69). Current reward after update: -585.22, Optimal reward -523.66
Iteration 38 took 4.61 seconds (mean sampled reward: -829.11). Current reward after update: -602.42, Optimal reward -523.66
Iteration 39 took 4.68 seconds (mean sampled reward: -816.99). Current reward after update: -529.04, Optimal reward -523.66
Iteration 40 took 4.76 seconds (mean sampled reward: -852.25). Current reward after update: -518.97, Optimal reward -518.97
Iteration 41 took 4.67 seconds (mean sampled reward: -802.95). Current reward after update: -521.39, Optimal reward -518.97
Iteration 42 took 4.74 seconds (mean sampled reward: -813.41). Current reward after update: -565.72, Optimal reward -518.97
Iteration 43 took 4.71 seconds (mean sampled reward: -802.02). Current reward after update: -571.60, Optimal reward -518.97
Iteration 44 took 4.63 seconds (mean sampled reward: -753.96). Current reward after update: -550.91, Optimal reward -518.97
Iteration 45 took 4.62 seconds (mean sampled reward: -773.64). Current reward after update: -579.37, Optimal reward -518.97
Iteration 46 took 4.63 seconds (mean sampled reward: -775.92). Current reward after update: -566.27, Optimal reward -518.97
Iteration 47 took 4.64 seconds (mean sampled reward: -771.63). Current reward after update: -553.38, Optimal reward -518.97
Iteration 48 took 4.56 seconds (mean sampled reward: -791.12). Current reward after update: -563.33, Optimal reward -518.97
Iteration 49 took 4.64 seconds (mean sampled reward: -788.29). Current reward after update: -555.56, Optimal reward -518.97
Iteration 50 took 4.74 seconds (mean sampled reward: -772.99). Current reward after update: -563.06, Optimal reward -518.97
Iteration 51 took 4.62 seconds (mean sampled reward: -794.44). Current reward after update: -560.67, Optimal reward -518.97
Iteration 52 took 4.49 seconds (mean sampled reward: -767.26). Current reward after update: -560.24, Optimal reward -518.97
Iteration 53 took 4.65 seconds (mean sampled reward: -784.15). Current reward after update: -583.62, Optimal reward -518.97
Iteration 54 took 4.62 seconds (mean sampled reward: -731.53). Current reward after update: -556.32, Optimal reward -518.97
Iteration 55 took 4.64 seconds (mean sampled reward: -775.94). Current reward after update: -522.95, Optimal reward -518.97
Iteration 56 took 4.63 seconds (mean sampled reward: -758.36). Current reward after update: -542.78, Optimal reward -518.97
Iteration 57 took 4.71 seconds (mean sampled reward: -791.35). Current reward after update: -559.24, Optimal reward -518.97
Iteration 58 took 4.67 seconds (mean sampled reward: -765.66). Current reward after update: -562.61, Optimal reward -518.97
Iteration 59 took 4.82 seconds (mean sampled reward: -786.24). Current reward after update: -531.80, Optimal reward -518.97
Iteration 60 took 4.66 seconds (mean sampled reward: -769.80). Current reward after update: -527.02, Optimal reward -518.97
Iteration 61 took 4.73 seconds (mean sampled reward: -769.08). Current reward after update: -538.02, Optimal reward -518.97
Iteration 62 took 4.75 seconds (mean sampled reward: -764.89). Current reward after update: -543.54, Optimal reward -518.97
Iteration 63 took 4.76 seconds (mean sampled reward: -809.80). Current reward after update: -567.27, Optimal reward -518.97
Iteration 64 took 4.66 seconds (mean sampled reward: -853.05). Current reward after update: -558.69, Optimal reward -518.97
Iteration 65 took 4.72 seconds (mean sampled reward: -871.48). Current reward after update: -535.30, Optimal reward -518.97
Iteration 66 took 4.73 seconds (mean sampled reward: -899.51). Current reward after update: -606.41, Optimal reward -518.97
Iteration 67 took 4.80 seconds (mean sampled reward: -805.48). Current reward after update: -540.08, Optimal reward -518.97
Iteration 68 took 4.80 seconds (mean sampled reward: -822.91). Current reward after update: -575.51, Optimal reward -518.97
Iteration 69 took 4.72 seconds (mean sampled reward: -796.44). Current reward after update: -572.96, Optimal reward -518.97
Iteration 70 took 4.62 seconds (mean sampled reward: -794.31). Current reward after update: -534.38, Optimal reward -518.97
Iteration 71 took 4.69 seconds (mean sampled reward: -761.54). Current reward after update: -533.83, Optimal reward -518.97
Iteration 72 took 4.79 seconds (mean sampled reward: -774.86). Current reward after update: -541.36, Optimal reward -518.97
Iteration 73 took 4.87 seconds (mean sampled reward: -771.23). Current reward after update: -533.36, Optimal reward -518.97
Iteration 74 took 4.76 seconds (mean sampled reward: -804.50). Current reward after update: -547.06, Optimal reward -518.97
Iteration 75 took 4.77 seconds (mean sampled reward: -817.79). Current reward after update: -539.47, Optimal reward -518.97
Iteration 76 took 4.82 seconds (mean sampled reward: -817.90). Current reward after update: -565.63, Optimal reward -518.97
Iteration 77 took 4.78 seconds (mean sampled reward: -768.29). Current reward after update: -511.76, Optimal reward -511.76
Iteration 78 took 4.67 seconds (mean sampled reward: -751.04). Current reward after update: -492.47, Optimal reward -492.47
Iteration 79 took 4.87 seconds (mean sampled reward: -823.68). Current reward after update: -499.78, Optimal reward -492.47
Iteration 80 took 4.88 seconds (mean sampled reward: -791.30). Current reward after update: -508.07, Optimal reward -492.47
Iteration 81 took 4.85 seconds (mean sampled reward: -777.43). Current reward after update: -494.32, Optimal reward -492.47
Iteration 82 took 4.85 seconds (mean sampled reward: -799.28). Current reward after update: -533.76, Optimal reward -492.47
Iteration 83 took 4.76 seconds (mean sampled reward: -773.22). Current reward after update: -555.69, Optimal reward -492.47
Iteration 84 took 4.70 seconds (mean sampled reward: -766.63). Current reward after update: -540.30, Optimal reward -492.47
Iteration 85 took 4.54 seconds (mean sampled reward: -790.87). Current reward after update: -518.68, Optimal reward -492.47
Iteration 86 took 4.77 seconds (mean sampled reward: -760.84). Current reward after update: -498.65, Optimal reward -492.47
Iteration 87 took 4.85 seconds (mean sampled reward: -764.15). Current reward after update: -516.88, Optimal reward -492.47
Iteration 88 took 4.78 seconds (mean sampled reward: -756.33). Current reward after update: -492.03, Optimal reward -492.03
Iteration 89 took 4.65 seconds (mean sampled reward: -749.40). Current reward after update: -543.29, Optimal reward -492.03
Iteration 90 took 4.91 seconds (mean sampled reward: -751.22). Current reward after update: -520.39, Optimal reward -492.03
Iteration 91 took 4.73 seconds (mean sampled reward: -742.73). Current reward after update: -543.96, Optimal reward -492.03
Iteration 92 took 4.71 seconds (mean sampled reward: -744.57). Current reward after update: -501.18, Optimal reward -492.03
Iteration 93 took 4.65 seconds (mean sampled reward: -747.73). Current reward after update: -511.48, Optimal reward -492.03
Iteration 94 took 4.56 seconds (mean sampled reward: -746.83). Current reward after update: -514.79, Optimal reward -492.03
Iteration 95 took 4.71 seconds (mean sampled reward: -736.79). Current reward after update: -504.95, Optimal reward -492.03
Iteration 96 took 4.71 seconds (mean sampled reward: -746.21). Current reward after update: -487.92, Optimal reward -487.92
Iteration 97 took 4.83 seconds (mean sampled reward: -794.73). Current reward after update: -460.64, Optimal reward -460.64
Iteration 98 took 4.72 seconds (mean sampled reward: -768.57). Current reward after update: -522.88, Optimal reward -460.64
Iteration 99 took 4.71 seconds (mean sampled reward: -776.22). Current reward after update: -541.94, Optimal reward -460.64
Iteration 100 took 4.69 seconds (mean sampled reward: -762.64). Current reward after update: -506.14, Optimal reward -460.64
Iteration 101 took 4.72 seconds (mean sampled reward: -759.16). Current reward after update: -482.17, Optimal reward -460.64
Iteration 102 took 4.74 seconds (mean sampled reward: -775.51). Current reward after update: -581.65, Optimal reward -460.64
Iteration 103 took 4.73 seconds (mean sampled reward: -783.45). Current reward after update: -527.60, Optimal reward -460.64
Iteration 104 took 4.79 seconds (mean sampled reward: -798.02). Current reward after update: -589.29, Optimal reward -460.64
Iteration 105 took 4.71 seconds (mean sampled reward: -778.10). Current reward after update: -484.71, Optimal reward -460.64
Iteration 106 took 4.68 seconds (mean sampled reward: -778.90). Current reward after update: -526.97, Optimal reward -460.64
Iteration 107 took 4.61 seconds (mean sampled reward: -775.79). Current reward after update: -527.18, Optimal reward -460.64
Iteration 108 took 4.64 seconds (mean sampled reward: -792.97). Current reward after update: -479.44, Optimal reward -460.64
Iteration 109 took 4.84 seconds (mean sampled reward: -775.42). Current reward after update: -478.21, Optimal reward -460.64
Iteration 110 took 4.81 seconds (mean sampled reward: -760.25). Current reward after update: -489.39, Optimal reward -460.64
Iteration 111 took 4.74 seconds (mean sampled reward: -788.59). Current reward after update: -486.94, Optimal reward -460.64
Iteration 112 took 4.67 seconds (mean sampled reward: -774.56). Current reward after update: -479.32, Optimal reward -460.64
Iteration 113 took 4.81 seconds (mean sampled reward: -774.89). Current reward after update: -483.00, Optimal reward -460.64
Iteration 114 took 4.75 seconds (mean sampled reward: -799.56). Current reward after update: -549.59, Optimal reward -460.64
Iteration 115 took 4.90 seconds (mean sampled reward: -873.53). Current reward after update: -512.37, Optimal reward -460.64
Iteration 116 took 4.76 seconds (mean sampled reward: -852.58). Current reward after update: -497.97, Optimal reward -460.64
Iteration 117 took 4.72 seconds (mean sampled reward: -783.65). Current reward after update: -502.75, Optimal reward -460.64
Iteration 118 took 4.67 seconds (mean sampled reward: -739.94). Current reward after update: -538.09, Optimal reward -460.64
Iteration 119 took 4.66 seconds (mean sampled reward: -753.19). Current reward after update: -482.93, Optimal reward -460.64
Iteration 120 took 4.69 seconds (mean sampled reward: -833.20). Current reward after update: -532.86, Optimal reward -460.64
Iteration 121 took 4.77 seconds (mean sampled reward: -794.15). Current reward after update: -533.25, Optimal reward -460.64
Iteration 122 took 4.72 seconds (mean sampled reward: -859.37). Current reward after update: -603.78, Optimal reward -460.64
Iteration 123 took 4.88 seconds (mean sampled reward: -822.75). Current reward after update: -546.36, Optimal reward -460.64
Iteration 124 took 4.80 seconds (mean sampled reward: -791.32). Current reward after update: -660.80, Optimal reward -460.64
Iteration 125 took 4.86 seconds (mean sampled reward: -790.63). Current reward after update: -479.16, Optimal reward -460.64
Iteration 126 took 4.78 seconds (mean sampled reward: -764.73). Current reward after update: -462.54, Optimal reward -460.64
Iteration 127 took 4.84 seconds (mean sampled reward: -763.16). Current reward after update: -528.12, Optimal reward -460.64
Iteration 128 took 4.87 seconds (mean sampled reward: -805.26). Current reward after update: -502.15, Optimal reward -460.64
Iteration 129 took 4.87 seconds (mean sampled reward: -786.70). Current reward after update: -461.85, Optimal reward -460.64
Iteration 130 took 4.75 seconds (mean sampled reward: -760.97). Current reward after update: -469.82, Optimal reward -460.64
Iteration 131 took 4.75 seconds (mean sampled reward: -761.15). Current reward after update: -474.19, Optimal reward -460.64
Iteration 132 took 4.71 seconds (mean sampled reward: -751.82). Current reward after update: -510.00, Optimal reward -460.64
Iteration 133 took 4.75 seconds (mean sampled reward: -766.74). Current reward after update: -533.27, Optimal reward -460.64
Iteration 134 took 4.83 seconds (mean sampled reward: -781.87). Current reward after update: -479.06, Optimal reward -460.64
Iteration 135 took 4.88 seconds (mean sampled reward: -781.70). Current reward after update: -472.31, Optimal reward -460.64
Iteration 136 took 4.89 seconds (mean sampled reward: -774.10). Current reward after update: -486.57, Optimal reward -460.64
Iteration 137 took 4.80 seconds (mean sampled reward: -779.15). Current reward after update: -461.78, Optimal reward -460.64
Iteration 138 took 4.89 seconds (mean sampled reward: -753.10). Current reward after update: -526.22, Optimal reward -460.64
Iteration 139 took 4.93 seconds (mean sampled reward: -744.25). Current reward after update: -471.65, Optimal reward -460.64
Iteration 140 took 5.09 seconds (mean sampled reward: -789.96). Current reward after update: -488.02, Optimal reward -460.64
Iteration 141 took 4.99 seconds (mean sampled reward: -771.36). Current reward after update: -497.34, Optimal reward -460.64
Iteration 142 took 5.07 seconds (mean sampled reward: -755.41). Current reward after update: -536.45, Optimal reward -460.64
Iteration 143 took 5.00 seconds (mean sampled reward: -773.36). Current reward after update: -461.50, Optimal reward -460.64
Iteration 144 took 4.97 seconds (mean sampled reward: -759.33). Current reward after update: -475.19, Optimal reward -460.64
Iteration 145 took 4.88 seconds (mean sampled reward: -759.37). Current reward after update: -501.06, Optimal reward -460.64
Iteration 146 took 4.98 seconds (mean sampled reward: -768.42). Current reward after update: -480.68, Optimal reward -460.64
Iteration 147 took 5.06 seconds (mean sampled reward: -784.55). Current reward after update: -488.38, Optimal reward -460.64
Iteration 148 took 4.89 seconds (mean sampled reward: -776.34). Current reward after update: -472.60, Optimal reward -460.64
Iteration 149 took 4.88 seconds (mean sampled reward: -754.27). Current reward after update: -503.21, Optimal reward -460.64
Iteration 150 took 4.74 seconds (mean sampled reward: -730.62). Current reward after update: -497.64, Optimal reward -460.64
Iteration 151 took 4.80 seconds (mean sampled reward: -752.28). Current reward after update: -465.86, Optimal reward -460.64
Iteration 152 took 4.82 seconds (mean sampled reward: -768.09). Current reward after update: -481.54, Optimal reward -460.64
Iteration 153 took 4.79 seconds (mean sampled reward: -776.57). Current reward after update: -497.60, Optimal reward -460.64
Iteration 154 took 4.85 seconds (mean sampled reward: -752.95). Current reward after update: -478.00, Optimal reward -460.64
Iteration 155 took 4.73 seconds (mean sampled reward: -748.85). Current reward after update: -475.91, Optimal reward -460.64
Iteration 156 took 4.73 seconds (mean sampled reward: -750.31). Current reward after update: -517.00, Optimal reward -460.64
Iteration 157 took 4.60 seconds (mean sampled reward: -728.02). Current reward after update: -513.50, Optimal reward -460.64
Iteration 158 took 4.77 seconds (mean sampled reward: -732.32). Current reward after update: -473.28, Optimal reward -460.64
Iteration 159 took 4.77 seconds (mean sampled reward: -746.84). Current reward after update: -471.62, Optimal reward -460.64
Iteration 160 took 4.75 seconds (mean sampled reward: -774.32). Current reward after update: -480.17, Optimal reward -460.64
Iteration 161 took 4.87 seconds (mean sampled reward: -757.42). Current reward after update: -476.07, Optimal reward -460.64
Iteration 162 took 4.86 seconds (mean sampled reward: -751.36). Current reward after update: -478.17, Optimal reward -460.64
Iteration 163 took 4.80 seconds (mean sampled reward: -745.36). Current reward after update: -471.84, Optimal reward -460.64
Iteration 164 took 4.85 seconds (mean sampled reward: -750.80). Current reward after update: -486.22, Optimal reward -460.64
Iteration 165 took 4.83 seconds (mean sampled reward: -749.48). Current reward after update: -465.93, Optimal reward -460.64
Iteration 166 took 4.75 seconds (mean sampled reward: -760.88). Current reward after update: -465.69, Optimal reward -460.64
Iteration 167 took 4.80 seconds (mean sampled reward: -775.56). Current reward after update: -468.84, Optimal reward -460.64
Iteration 168 took 4.82 seconds (mean sampled reward: -768.28). Current reward after update: -486.13, Optimal reward -460.64
Iteration 169 took 4.77 seconds (mean sampled reward: -747.56). Current reward after update: -466.26, Optimal reward -460.64
Iteration 170 took 4.77 seconds (mean sampled reward: -754.25). Current reward after update: -473.71, Optimal reward -460.64
Iteration 171 took 4.83 seconds (mean sampled reward: -745.28). Current reward after update: -469.31, Optimal reward -460.64
Iteration 172 took 4.72 seconds (mean sampled reward: -758.02). Current reward after update: -478.06, Optimal reward -460.64
Iteration 173 took 4.69 seconds (mean sampled reward: -744.61). Current reward after update: -486.94, Optimal reward -460.64
Iteration 174 took 4.70 seconds (mean sampled reward: -742.85). Current reward after update: -479.12, Optimal reward -460.64
Iteration 175 took 4.73 seconds (mean sampled reward: -750.68). Current reward after update: -470.94, Optimal reward -460.64
Iteration 176 took 4.72 seconds (mean sampled reward: -775.43). Current reward after update: -476.60, Optimal reward -460.64
Iteration 177 took 4.78 seconds (mean sampled reward: -767.94). Current reward after update: -476.39, Optimal reward -460.64
Iteration 178 took 4.64 seconds (mean sampled reward: -761.25). Current reward after update: -512.96, Optimal reward -460.64
Iteration 179 took 4.68 seconds (mean sampled reward: -736.97). Current reward after update: -486.71, Optimal reward -460.64
Iteration 180 took 4.77 seconds (mean sampled reward: -755.89). Current reward after update: -506.70, Optimal reward -460.64
Iteration 181 took 4.78 seconds (mean sampled reward: -745.84). Current reward after update: -472.12, Optimal reward -460.64
Iteration 182 took 4.73 seconds (mean sampled reward: -732.86). Current reward after update: -486.53, Optimal reward -460.64
Iteration 183 took 4.79 seconds (mean sampled reward: -729.65). Current reward after update: -466.16, Optimal reward -460.64
Iteration 184 took 4.79 seconds (mean sampled reward: -741.95). Current reward after update: -469.66, Optimal reward -460.64
Iteration 185 took 4.78 seconds (mean sampled reward: -745.38). Current reward after update: -464.44, Optimal reward -460.64
Iteration 186 took 4.79 seconds (mean sampled reward: -754.01). Current reward after update: -465.83, Optimal reward -460.64
Iteration 187 took 4.82 seconds (mean sampled reward: -760.28). Current reward after update: -469.53, Optimal reward -460.64
Iteration 188 took 4.73 seconds (mean sampled reward: -750.49). Current reward after update: -464.11, Optimal reward -460.64
Iteration 189 took 4.84 seconds (mean sampled reward: -757.58). Current reward after update: -466.81, Optimal reward -460.64
Iteration 190 took 4.74 seconds (mean sampled reward: -760.12). Current reward after update: -477.21, Optimal reward -460.64
Iteration 191 took 4.73 seconds (mean sampled reward: -735.35). Current reward after update: -478.89, Optimal reward -460.64
Iteration 192 took 4.81 seconds (mean sampled reward: -729.75). Current reward after update: -489.22, Optimal reward -460.64
Iteration 193 took 4.72 seconds (mean sampled reward: -714.81). Current reward after update: -466.50, Optimal reward -460.64
Iteration 194 took 4.71 seconds (mean sampled reward: -717.45). Current reward after update: -481.30, Optimal reward -460.64
Iteration 195 took 4.67 seconds (mean sampled reward: -722.55). Current reward after update: -480.15, Optimal reward -460.64
Iteration 196 took 4.67 seconds (mean sampled reward: -725.09). Current reward after update: -472.24, Optimal reward -460.64
Iteration 197 took 4.66 seconds (mean sampled reward: -716.37). Current reward after update: -471.31, Optimal reward -460.64
Iteration 198 took 4.74 seconds (mean sampled reward: -713.02). Current reward after update: -472.34, Optimal reward -460.64
Iteration 199 took 4.63 seconds (mean sampled reward: -714.28). Current reward after update: -559.26, Optimal reward -460.64
Iteration 200 took 4.79 seconds (mean sampled reward: -720.98). Current reward after update: -478.39, Optimal reward -460.64
Iteration 1 took 4.57 seconds (mean sampled reward: -862.38). Current reward after update: -695.78, Optimal reward -695.78
Iteration 2 took 4.52 seconds (mean sampled reward: -864.42). Current reward after update: -677.77, Optimal reward -677.77
Iteration 3 took 4.66 seconds (mean sampled reward: -891.27). Current reward after update: -660.72, Optimal reward -660.72
Iteration 4 took 4.47 seconds (mean sampled reward: -909.70). Current reward after update: -655.19, Optimal reward -655.19
Iteration 5 took 4.58 seconds (mean sampled reward: -920.48). Current reward after update: -691.43, Optimal reward -655.19
Iteration 6 took 4.48 seconds (mean sampled reward: -882.40). Current reward after update: -647.26, Optimal reward -647.26
Iteration 7 took 4.62 seconds (mean sampled reward: -829.41). Current reward after update: -539.10, Optimal reward -539.10
Iteration 8 took 4.49 seconds (mean sampled reward: -836.93). Current reward after update: -536.91, Optimal reward -536.91
Iteration 9 took 4.58 seconds (mean sampled reward: -903.37). Current reward after update: -911.65, Optimal reward -536.91
Iteration 10 took 4.57 seconds (mean sampled reward: -885.21). Current reward after update: -585.86, Optimal reward -536.91
Iteration 11 took 4.54 seconds (mean sampled reward: -863.47). Current reward after update: -627.75, Optimal reward -536.91
Iteration 12 took 4.56 seconds (mean sampled reward: -868.17). Current reward after update: -631.44, Optimal reward -536.91
Iteration 13 took 4.67 seconds (mean sampled reward: -862.28). Current reward after update: -638.31, Optimal reward -536.91
Iteration 14 took 4.65 seconds (mean sampled reward: -823.07). Current reward after update: -555.76, Optimal reward -536.91
