nohup: ignoring input
pybullet build time: May 20 2022 19:44:17
Iteration 1 took 4.60 seconds (mean sampled reward: -913.36). Current reward after update: -651.56, Optimal reward -651.56
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
Iteration 197 took 4.54 seconds (mean sampled reward: -761.94). Current reward after update: -257.43, Optimal reward -222.28
Iteration 198 took 4.56 seconds (mean sampled reward: -763.26). Current reward after update: -270.89, Optimal reward -222.28
Iteration 199 took 4.51 seconds (mean sampled reward: -779.70). Current reward after update: -301.63, Optimal reward -222.28
Iteration 200 took 4.48 seconds (mean sampled reward: -810.26). Current reward after update: -263.48, Optimal reward -222.28
/home/sirius/anaconda3/envs/nimble_dev/lib/python3.8/site-packages/gym/spaces/box.py:73: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(
Iteration 1 took 4.53 seconds (mean sampled reward: -920.47). Current reward after update: -705.77, Optimal reward -705.77
Iteration 2 took 4.58 seconds (mean sampled reward: -877.10). Current reward after update: -687.07, Optimal reward -687.07
Iteration 3 took 4.41 seconds (mean sampled reward: -895.08). Current reward after update: -702.73, Optimal reward -687.07
Iteration 4 took 4.56 seconds (mean sampled reward: -820.47). Current reward after update: -678.79, Optimal reward -678.79
Iteration 5 took 4.62 seconds (mean sampled reward: -821.66). Current reward after update: -688.04, Optimal reward -678.79
Iteration 6 took 4.60 seconds (mean sampled reward: -818.09). Current reward after update: -672.10, Optimal reward -672.10
Iteration 7 took 4.62 seconds (mean sampled reward: -791.76). Current reward after update: -654.06, Optimal reward -654.06
Iteration 8 took 4.61 seconds (mean sampled reward: -804.73). Current reward after update: -630.26, Optimal reward -630.26
Iteration 9 took 4.54 seconds (mean sampled reward: -832.35). Current reward after update: -626.35, Optimal reward -626.35
Iteration 10 took 4.49 seconds (mean sampled reward: -777.23). Current reward after update: -532.90, Optimal reward -532.90
Iteration 11 took 4.51 seconds (mean sampled reward: -860.55). Current reward after update: -587.22, Optimal reward -532.90
Iteration 12 took 4.53 seconds (mean sampled reward: -858.38). Current reward after update: -501.90, Optimal reward -501.90
Iteration 13 took 4.56 seconds (mean sampled reward: -867.46). Current reward after update: -569.16, Optimal reward -501.90
Iteration 14 took 4.58 seconds (mean sampled reward: -934.29). Current reward after update: -494.52, Optimal reward -494.52
Iteration 15 took 4.58 seconds (mean sampled reward: -915.70). Current reward after update: -547.21, Optimal reward -494.52
Iteration 16 took 4.65 seconds (mean sampled reward: -820.15). Current reward after update: -439.20, Optimal reward -439.20
Iteration 17 took 4.59 seconds (mean sampled reward: -868.84). Current reward after update: -485.14, Optimal reward -439.20
Iteration 18 took 4.57 seconds (mean sampled reward: -912.37). Current reward after update: -552.14, Optimal reward -439.20
Iteration 19 took 4.62 seconds (mean sampled reward: -879.14). Current reward after update: -517.54, Optimal reward -439.20
Iteration 20 took 4.53 seconds (mean sampled reward: -872.06). Current reward after update: -516.48, Optimal reward -439.20
Iteration 21 took 4.62 seconds (mean sampled reward: -812.33). Current reward after update: -589.62, Optimal reward -439.20
Iteration 22 took 4.59 seconds (mean sampled reward: -923.34). Current reward after update: -527.04, Optimal reward -439.20
Iteration 23 took 4.63 seconds (mean sampled reward: -891.48). Current reward after update: -534.96, Optimal reward -439.20
Iteration 24 took 4.65 seconds (mean sampled reward: -894.19). Current reward after update: -541.14, Optimal reward -439.20
Iteration 25 took 4.62 seconds (mean sampled reward: -831.45). Current reward after update: -593.73, Optimal reward -439.20
Iteration 26 took 4.57 seconds (mean sampled reward: -869.52). Current reward after update: -517.70, Optimal reward -439.20
Iteration 27 took 4.48 seconds (mean sampled reward: -856.27). Current reward after update: -517.31, Optimal reward -439.20
Iteration 28 took 4.58 seconds (mean sampled reward: -825.38). Current reward after update: -509.57, Optimal reward -439.20
Iteration 29 took 4.54 seconds (mean sampled reward: -792.78). Current reward after update: -545.94, Optimal reward -439.20
Iteration 30 took 4.67 seconds (mean sampled reward: -750.22). Current reward after update: -513.47, Optimal reward -439.20
Iteration 31 took 4.52 seconds (mean sampled reward: -765.36). Current reward after update: -516.38, Optimal reward -439.20
Iteration 32 took 4.57 seconds (mean sampled reward: -796.00). Current reward after update: -491.44, Optimal reward -439.20
Iteration 33 took 4.62 seconds (mean sampled reward: -744.41). Current reward after update: -533.23, Optimal reward -439.20
Iteration 34 took 4.49 seconds (mean sampled reward: -758.02). Current reward after update: -567.13, Optimal reward -439.20
Iteration 35 took 4.45 seconds (mean sampled reward: -748.49). Current reward after update: -512.86, Optimal reward -439.20
Iteration 36 took 4.54 seconds (mean sampled reward: -805.71). Current reward after update: -530.25, Optimal reward -439.20
Iteration 37 took 4.51 seconds (mean sampled reward: -767.92). Current reward after update: -509.76, Optimal reward -439.20
Iteration 38 took 4.53 seconds (mean sampled reward: -777.87). Current reward after update: -492.56, Optimal reward -439.20
Iteration 39 took 4.53 seconds (mean sampled reward: -801.70). Current reward after update: -471.30, Optimal reward -439.20
Iteration 40 took 4.62 seconds (mean sampled reward: -823.52). Current reward after update: -476.98, Optimal reward -439.20
Iteration 41 took 4.55 seconds (mean sampled reward: -813.00). Current reward after update: -491.70, Optimal reward -439.20
Iteration 42 took 4.65 seconds (mean sampled reward: -743.61). Current reward after update: -539.34, Optimal reward -439.20
Iteration 43 took 4.60 seconds (mean sampled reward: -798.64). Current reward after update: -511.68, Optimal reward -439.20
Iteration 44 took 4.77 seconds (mean sampled reward: -773.87). Current reward after update: -497.80, Optimal reward -439.20
Iteration 45 took 4.61 seconds (mean sampled reward: -772.40). Current reward after update: -480.25, Optimal reward -439.20
Iteration 46 took 4.68 seconds (mean sampled reward: -775.26). Current reward after update: -497.22, Optimal reward -439.20
Iteration 47 took 4.62 seconds (mean sampled reward: -805.37). Current reward after update: -462.54, Optimal reward -439.20
Iteration 48 took 4.70 seconds (mean sampled reward: -768.16). Current reward after update: -492.10, Optimal reward -439.20
Iteration 49 took 4.61 seconds (mean sampled reward: -798.90). Current reward after update: -492.25, Optimal reward -439.20
Iteration 50 took 4.65 seconds (mean sampled reward: -807.22). Current reward after update: -470.71, Optimal reward -439.20
Iteration 51 took 4.63 seconds (mean sampled reward: -781.90). Current reward after update: -505.53, Optimal reward -439.20
Iteration 52 took 4.64 seconds (mean sampled reward: -759.64). Current reward after update: -470.23, Optimal reward -439.20
Iteration 53 took 4.60 seconds (mean sampled reward: -748.00). Current reward after update: -519.20, Optimal reward -439.20
Iteration 54 took 4.66 seconds (mean sampled reward: -759.91). Current reward after update: -501.48, Optimal reward -439.20
Iteration 55 took 4.66 seconds (mean sampled reward: -756.20). Current reward after update: -508.12, Optimal reward -439.20
Iteration 56 took 4.64 seconds (mean sampled reward: -767.57). Current reward after update: -507.11, Optimal reward -439.20
Iteration 57 took 4.69 seconds (mean sampled reward: -772.90). Current reward after update: -517.07, Optimal reward -439.20
Iteration 58 took 4.65 seconds (mean sampled reward: -766.76). Current reward after update: -473.11, Optimal reward -439.20
Iteration 59 took 4.68 seconds (mean sampled reward: -754.75). Current reward after update: -508.51, Optimal reward -439.20
Iteration 60 took 4.61 seconds (mean sampled reward: -778.40). Current reward after update: -512.42, Optimal reward -439.20
Iteration 61 took 4.66 seconds (mean sampled reward: -822.05). Current reward after update: -542.72, Optimal reward -439.20
Iteration 62 took 4.58 seconds (mean sampled reward: -805.63). Current reward after update: -524.50, Optimal reward -439.20
Iteration 63 took 4.58 seconds (mean sampled reward: -756.40). Current reward after update: -516.52, Optimal reward -439.20
Iteration 64 took 4.60 seconds (mean sampled reward: -735.21). Current reward after update: -491.27, Optimal reward -439.20
Iteration 65 took 4.62 seconds (mean sampled reward: -753.44). Current reward after update: -491.52, Optimal reward -439.20
Iteration 66 took 4.65 seconds (mean sampled reward: -747.59). Current reward after update: -505.02, Optimal reward -439.20
Iteration 67 took 4.70 seconds (mean sampled reward: -752.72). Current reward after update: -477.99, Optimal reward -439.20
Iteration 68 took 4.56 seconds (mean sampled reward: -745.01). Current reward after update: -518.24, Optimal reward -439.20
Iteration 69 took 4.66 seconds (mean sampled reward: -753.78). Current reward after update: -518.03, Optimal reward -439.20
Iteration 70 took 4.65 seconds (mean sampled reward: -752.52). Current reward after update: -500.05, Optimal reward -439.20
Iteration 71 took 4.51 seconds (mean sampled reward: -771.94). Current reward after update: -518.16, Optimal reward -439.20
Iteration 72 took 4.57 seconds (mean sampled reward: -796.47). Current reward after update: -512.21, Optimal reward -439.20
Iteration 73 took 4.52 seconds (mean sampled reward: -794.30). Current reward after update: -546.25, Optimal reward -439.20
Iteration 74 took 4.54 seconds (mean sampled reward: -786.27). Current reward after update: -517.91, Optimal reward -439.20
Iteration 75 took 4.57 seconds (mean sampled reward: -790.12). Current reward after update: -532.01, Optimal reward -439.20
Iteration 76 took 4.59 seconds (mean sampled reward: -773.52). Current reward after update: -481.72, Optimal reward -439.20
Iteration 77 took 4.52 seconds (mean sampled reward: -830.80). Current reward after update: -506.10, Optimal reward -439.20
Iteration 78 took 4.53 seconds (mean sampled reward: -795.08). Current reward after update: -593.01, Optimal reward -439.20
Iteration 79 took 4.60 seconds (mean sampled reward: -796.69). Current reward after update: -487.61, Optimal reward -439.20
Iteration 80 took 4.54 seconds (mean sampled reward: -789.56). Current reward after update: -591.78, Optimal reward -439.20
Iteration 81 took 4.54 seconds (mean sampled reward: -779.12). Current reward after update: -505.60, Optimal reward -439.20
Iteration 82 took 4.52 seconds (mean sampled reward: -751.81). Current reward after update: -531.45, Optimal reward -439.20
Iteration 83 took 4.57 seconds (mean sampled reward: -755.89). Current reward after update: -542.40, Optimal reward -439.20
Iteration 84 took 4.56 seconds (mean sampled reward: -759.92). Current reward after update: -533.50, Optimal reward -439.20
Iteration 85 took 4.54 seconds (mean sampled reward: -762.90). Current reward after update: -516.24, Optimal reward -439.20
Iteration 86 took 4.60 seconds (mean sampled reward: -747.24). Current reward after update: -509.58, Optimal reward -439.20
Iteration 87 took 4.63 seconds (mean sampled reward: -749.57). Current reward after update: -516.09, Optimal reward -439.20
Iteration 88 took 4.68 seconds (mean sampled reward: -751.33). Current reward after update: -520.36, Optimal reward -439.20
Iteration 89 took 4.74 seconds (mean sampled reward: -747.43). Current reward after update: -513.49, Optimal reward -439.20
Iteration 90 took 4.48 seconds (mean sampled reward: -750.41). Current reward after update: -552.93, Optimal reward -439.20
Iteration 91 took 4.60 seconds (mean sampled reward: -755.86). Current reward after update: -578.69, Optimal reward -439.20
Iteration 92 took 4.50 seconds (mean sampled reward: -749.74). Current reward after update: -536.24, Optimal reward -439.20
Iteration 93 took 4.51 seconds (mean sampled reward: -754.03). Current reward after update: -493.85, Optimal reward -439.20
Iteration 94 took 4.56 seconds (mean sampled reward: -746.27). Current reward after update: -526.28, Optimal reward -439.20
Iteration 95 took 4.56 seconds (mean sampled reward: -737.21). Current reward after update: -525.60, Optimal reward -439.20
Iteration 96 took 4.59 seconds (mean sampled reward: -739.67). Current reward after update: -517.99, Optimal reward -439.20
Iteration 97 took 4.65 seconds (mean sampled reward: -749.62). Current reward after update: -536.41, Optimal reward -439.20
Iteration 98 took 4.58 seconds (mean sampled reward: -744.17). Current reward after update: -533.86, Optimal reward -439.20
Iteration 99 took 4.65 seconds (mean sampled reward: -771.72). Current reward after update: -575.84, Optimal reward -439.20
Iteration 100 took 4.52 seconds (mean sampled reward: -756.82). Current reward after update: -549.07, Optimal reward -439.20
Iteration 101 took 4.47 seconds (mean sampled reward: -739.72). Current reward after update: -545.71, Optimal reward -439.20
Iteration 102 took 4.56 seconds (mean sampled reward: -741.05). Current reward after update: -535.88, Optimal reward -439.20
Iteration 103 took 4.55 seconds (mean sampled reward: -747.12). Current reward after update: -508.75, Optimal reward -439.20
Iteration 104 took 4.54 seconds (mean sampled reward: -754.88). Current reward after update: -513.03, Optimal reward -439.20
Iteration 105 took 4.52 seconds (mean sampled reward: -757.93). Current reward after update: -539.38, Optimal reward -439.20
Iteration 106 took 4.62 seconds (mean sampled reward: -740.70). Current reward after update: -524.02, Optimal reward -439.20
Iteration 107 took 4.60 seconds (mean sampled reward: -738.76). Current reward after update: -516.35, Optimal reward -439.20
Iteration 108 took 4.56 seconds (mean sampled reward: -733.44). Current reward after update: -522.47, Optimal reward -439.20
Iteration 109 took 4.58 seconds (mean sampled reward: -737.61). Current reward after update: -513.55, Optimal reward -439.20
Iteration 110 took 4.67 seconds (mean sampled reward: -746.38). Current reward after update: -518.31, Optimal reward -439.20
Iteration 111 took 4.63 seconds (mean sampled reward: -750.66). Current reward after update: -505.44, Optimal reward -439.20
Iteration 112 took 4.62 seconds (mean sampled reward: -741.08). Current reward after update: -500.90, Optimal reward -439.20
Iteration 113 took 4.62 seconds (mean sampled reward: -743.36). Current reward after update: -519.87, Optimal reward -439.20
Iteration 114 took 4.70 seconds (mean sampled reward: -737.78). Current reward after update: -517.54, Optimal reward -439.20
Iteration 115 took 4.76 seconds (mean sampled reward: -743.61). Current reward after update: -549.51, Optimal reward -439.20
Iteration 116 took 4.78 seconds (mean sampled reward: -738.29). Current reward after update: -541.90, Optimal reward -439.20
Iteration 117 took 4.93 seconds (mean sampled reward: -737.59). Current reward after update: -523.62, Optimal reward -439.20
Iteration 118 took 4.82 seconds (mean sampled reward: -737.43). Current reward after update: -526.30, Optimal reward -439.20
Iteration 119 took 4.82 seconds (mean sampled reward: -746.28). Current reward after update: -544.24, Optimal reward -439.20
Iteration 120 took 4.77 seconds (mean sampled reward: -745.27). Current reward after update: -569.56, Optimal reward -439.20
Iteration 121 took 4.74 seconds (mean sampled reward: -738.21). Current reward after update: -533.13, Optimal reward -439.20
Iteration 122 took 4.91 seconds (mean sampled reward: -737.17). Current reward after update: -525.03, Optimal reward -439.20
Iteration 123 took 4.95 seconds (mean sampled reward: -736.14). Current reward after update: -511.69, Optimal reward -439.20
Iteration 124 took 4.85 seconds (mean sampled reward: -733.90). Current reward after update: -517.40, Optimal reward -439.20
Iteration 125 took 4.78 seconds (mean sampled reward: -733.85). Current reward after update: -502.49, Optimal reward -439.20
Iteration 126 took 4.89 seconds (mean sampled reward: -728.35). Current reward after update: -487.43, Optimal reward -439.20
Iteration 127 took 4.84 seconds (mean sampled reward: -718.83). Current reward after update: -683.77, Optimal reward -439.20
Iteration 128 took 4.77 seconds (mean sampled reward: -716.23). Current reward after update: -503.58, Optimal reward -439.20
Iteration 129 took 4.71 seconds (mean sampled reward: -716.35). Current reward after update: -489.90, Optimal reward -439.20
Iteration 130 took 4.67 seconds (mean sampled reward: -717.35). Current reward after update: -494.15, Optimal reward -439.20
Iteration 131 took 4.71 seconds (mean sampled reward: -718.51). Current reward after update: -479.04, Optimal reward -439.20
Iteration 132 took 4.88 seconds (mean sampled reward: -717.27). Current reward after update: -470.17, Optimal reward -439.20
Iteration 133 took 4.88 seconds (mean sampled reward: -725.64). Current reward after update: -503.82, Optimal reward -439.20
Iteration 134 took 4.82 seconds (mean sampled reward: -727.23). Current reward after update: -504.84, Optimal reward -439.20
Iteration 135 took 4.77 seconds (mean sampled reward: -721.49). Current reward after update: -504.91, Optimal reward -439.20
Iteration 136 took 4.81 seconds (mean sampled reward: -726.43). Current reward after update: -501.15, Optimal reward -439.20
Iteration 137 took 4.81 seconds (mean sampled reward: -726.15). Current reward after update: -625.30, Optimal reward -439.20
Iteration 138 took 4.79 seconds (mean sampled reward: -721.54). Current reward after update: -504.41, Optimal reward -439.20
Iteration 139 took 4.70 seconds (mean sampled reward: -720.27). Current reward after update: -493.62, Optimal reward -439.20
Iteration 140 took 4.71 seconds (mean sampled reward: -751.95). Current reward after update: -514.88, Optimal reward -439.20
Iteration 141 took 4.76 seconds (mean sampled reward: -786.04). Current reward after update: -495.63, Optimal reward -439.20
Iteration 142 took 4.76 seconds (mean sampled reward: -759.93). Current reward after update: -495.67, Optimal reward -439.20
Iteration 143 took 4.70 seconds (mean sampled reward: -778.34). Current reward after update: -509.41, Optimal reward -439.20
Iteration 144 took 4.75 seconds (mean sampled reward: -802.84). Current reward after update: -515.75, Optimal reward -439.20
Iteration 145 took 4.79 seconds (mean sampled reward: -776.96). Current reward after update: -480.23, Optimal reward -439.20
Iteration 146 took 4.74 seconds (mean sampled reward: -766.57). Current reward after update: -481.92, Optimal reward -439.20
Iteration 147 took 4.74 seconds (mean sampled reward: -768.28). Current reward after update: -474.43, Optimal reward -439.20
Iteration 148 took 4.75 seconds (mean sampled reward: -753.17). Current reward after update: -518.57, Optimal reward -439.20
Iteration 149 took 4.78 seconds (mean sampled reward: -739.71). Current reward after update: -469.99, Optimal reward -439.20
Iteration 150 took 4.72 seconds (mean sampled reward: -722.02). Current reward after update: -462.26, Optimal reward -439.20
Iteration 151 took 4.71 seconds (mean sampled reward: -716.68). Current reward after update: -466.92, Optimal reward -439.20
Iteration 152 took 4.79 seconds (mean sampled reward: -717.37). Current reward after update: -485.89, Optimal reward -439.20
Iteration 153 took 4.74 seconds (mean sampled reward: -717.05). Current reward after update: -468.81, Optimal reward -439.20
Iteration 154 took 4.76 seconds (mean sampled reward: -734.70). Current reward after update: -493.09, Optimal reward -439.20
Iteration 155 took 4.82 seconds (mean sampled reward: -729.95). Current reward after update: -507.89, Optimal reward -439.20
Iteration 156 took 4.78 seconds (mean sampled reward: -730.59). Current reward after update: -498.91, Optimal reward -439.20
Iteration 157 took 4.73 seconds (mean sampled reward: -724.94). Current reward after update: -474.40, Optimal reward -439.20
Iteration 158 took 4.72 seconds (mean sampled reward: -739.68). Current reward after update: -470.68, Optimal reward -439.20
Iteration 159 took 4.76 seconds (mean sampled reward: -728.31). Current reward after update: -452.60, Optimal reward -439.20
Iteration 160 took 4.76 seconds (mean sampled reward: -731.27). Current reward after update: -482.51, Optimal reward -439.20
Iteration 161 took 4.68 seconds (mean sampled reward: -727.30). Current reward after update: -499.28, Optimal reward -439.20
Iteration 162 took 4.76 seconds (mean sampled reward: -720.17). Current reward after update: -505.43, Optimal reward -439.20
Iteration 163 took 4.72 seconds (mean sampled reward: -716.71). Current reward after update: -500.88, Optimal reward -439.20
Iteration 164 took 4.80 seconds (mean sampled reward: -716.34). Current reward after update: -495.38, Optimal reward -439.20
Iteration 165 took 4.75 seconds (mean sampled reward: -716.02). Current reward after update: -508.94, Optimal reward -439.20
Iteration 166 took 4.73 seconds (mean sampled reward: -773.71). Current reward after update: -496.96, Optimal reward -439.20
Iteration 167 took 4.80 seconds (mean sampled reward: -726.90). Current reward after update: -508.13, Optimal reward -439.20
Iteration 168 took 4.69 seconds (mean sampled reward: -717.96). Current reward after update: -506.24, Optimal reward -439.20
Iteration 169 took 4.69 seconds (mean sampled reward: -720.26). Current reward after update: -676.33, Optimal reward -439.20
Iteration 170 took 4.84 seconds (mean sampled reward: -722.21). Current reward after update: -493.06, Optimal reward -439.20
Iteration 171 took 4.68 seconds (mean sampled reward: -721.41). Current reward after update: -508.82, Optimal reward -439.20
Iteration 172 took 4.82 seconds (mean sampled reward: -717.74). Current reward after update: -508.31, Optimal reward -439.20
Iteration 173 took 4.80 seconds (mean sampled reward: -717.82). Current reward after update: -507.07, Optimal reward -439.20
Iteration 174 took 4.73 seconds (mean sampled reward: -715.04). Current reward after update: -493.53, Optimal reward -439.20
Iteration 175 took 4.73 seconds (mean sampled reward: -718.65). Current reward after update: -485.97, Optimal reward -439.20
Iteration 176 took 4.85 seconds (mean sampled reward: -725.91). Current reward after update: -461.59, Optimal reward -439.20
Iteration 177 took 4.71 seconds (mean sampled reward: -718.48). Current reward after update: -507.66, Optimal reward -439.20
Iteration 178 took 4.83 seconds (mean sampled reward: -725.12). Current reward after update: -511.31, Optimal reward -439.20
Iteration 179 took 4.74 seconds (mean sampled reward: -719.14). Current reward after update: -518.53, Optimal reward -439.20
Iteration 180 took 4.80 seconds (mean sampled reward: -722.35). Current reward after update: -600.79, Optimal reward -439.20
Iteration 181 took 4.79 seconds (mean sampled reward: -720.33). Current reward after update: -471.58, Optimal reward -439.20
Iteration 182 took 4.81 seconds (mean sampled reward: -728.14). Current reward after update: -494.14, Optimal reward -439.20
Iteration 183 took 4.70 seconds (mean sampled reward: -718.73). Current reward after update: -461.09, Optimal reward -439.20
Iteration 184 took 4.76 seconds (mean sampled reward: -716.23). Current reward after update: -473.77, Optimal reward -439.20
Iteration 185 took 4.71 seconds (mean sampled reward: -712.73). Current reward after update: -472.75, Optimal reward -439.20
Iteration 186 took 4.82 seconds (mean sampled reward: -712.84). Current reward after update: -475.12, Optimal reward -439.20
Iteration 187 took 4.77 seconds (mean sampled reward: -722.14). Current reward after update: -485.07, Optimal reward -439.20
Iteration 188 took 4.74 seconds (mean sampled reward: -718.52). Current reward after update: -485.97, Optimal reward -439.20
Iteration 189 took 4.72 seconds (mean sampled reward: -730.94). Current reward after update: -470.20, Optimal reward -439.20
Iteration 190 took 4.79 seconds (mean sampled reward: -755.37). Current reward after update: -486.31, Optimal reward -439.20
Iteration 191 took 4.77 seconds (mean sampled reward: -793.82). Current reward after update: -456.44, Optimal reward -439.20
Iteration 192 took 4.76 seconds (mean sampled reward: -792.59). Current reward after update: -476.90, Optimal reward -439.20
Iteration 193 took 4.70 seconds (mean sampled reward: -879.81). Current reward after update: -495.81, Optimal reward -439.20
Iteration 194 took 4.75 seconds (mean sampled reward: -856.62). Current reward after update: -467.78, Optimal reward -439.20
Iteration 195 took 4.65 seconds (mean sampled reward: -885.11). Current reward after update: -481.57, Optimal reward -439.20
Iteration 196 took 4.74 seconds (mean sampled reward: -920.74). Current reward after update: -509.37, Optimal reward -439.20
Iteration 197 took 4.67 seconds (mean sampled reward: -922.57). Current reward after update: -504.53, Optimal reward -439.20
Iteration 198 took 4.64 seconds (mean sampled reward: -770.80). Current reward after update: -479.91, Optimal reward -439.20
Iteration 199 took 4.64 seconds (mean sampled reward: -729.10). Current reward after update: -466.61, Optimal reward -439.20
Iteration 200 took 4.64 seconds (mean sampled reward: -786.85). Current reward after update: -464.30, Optimal reward -439.20
Iteration 1 took 4.57 seconds (mean sampled reward: -916.63). Current reward after update: -697.00, Optimal reward -697.00
Iteration 2 took 4.70 seconds (mean sampled reward: -978.04). Current reward after update: -698.82, Optimal reward -697.00
Iteration 3 took 4.73 seconds (mean sampled reward: -987.01). Current reward after update: -687.22, Optimal reward -687.22
Iteration 4 took 4.52 seconds (mean sampled reward: -920.14). Current reward after update: -656.77, Optimal reward -656.77
Iteration 5 took 4.50 seconds (mean sampled reward: -959.94). Current reward after update: -652.40, Optimal reward -652.40
Iteration 6 took 4.45 seconds (mean sampled reward: -892.60). Current reward after update: -655.90, Optimal reward -652.40
Iteration 7 took 4.40 seconds (mean sampled reward: -858.65). Current reward after update: -604.58, Optimal reward -604.58
Iteration 8 took 4.51 seconds (mean sampled reward: -903.70). Current reward after update: -669.93, Optimal reward -604.58
Iteration 9 took 4.46 seconds (mean sampled reward: -910.88). Current reward after update: -701.03, Optimal reward -604.58
Iteration 10 took 4.52 seconds (mean sampled reward: -964.20). Current reward after update: -699.49, Optimal reward -604.58
Iteration 11 took 4.40 seconds (mean sampled reward: -872.46). Current reward after update: -597.54, Optimal reward -597.54
Iteration 12 took 4.49 seconds (mean sampled reward: -922.58). Current reward after update: -642.85, Optimal reward -597.54
Iteration 13 took 4.49 seconds (mean sampled reward: -862.33). Current reward after update: -646.64, Optimal reward -597.54
Iteration 14 took 4.57 seconds (mean sampled reward: -860.67). Current reward after update: -613.80, Optimal reward -597.54
